assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,src_id,src_assay_id,chembl_id,cell_id,bao_format,tissue_id,variant_id,aidx
30228,10237,"In vivo insecticidal activity against adult stable fly in serum collected from calves administered with 0.75 mg/kg",F,,,"Stomoxys calcitrans",35570,,Serum,,,50774,N,1,Intermediate,1,,CHEMBL644368,,BAO_0000218,1977,,CLD0
30229,10237,"In vivo insecticidal activity against adult stable fly in serum collected from calves administered with 1 mg/kg",F,,,"Stomoxys calcitrans",35570,,Serum,,,50774,N,1,Intermediate,1,,CHEMBL644369,,BAO_0000218,1977,,CLD0
30230,10237,"In vivo insecticidal activity against adult stable fly in serum collected from calves administered with 1.0 mg/kg",F,,,"Stomoxys calcitrans",35570,,Serum,,,50774,N,1,Intermediate,1,,CHEMBL644370,,BAO_0000218,1977,,CLD0
30231,10237,"In vivo insecticidal activity against adult stable fly in serum collected from calves administered with 1.50 mg/kg",F,,,"Stomoxys calcitrans",35570,,Serum,,,50774,N,1,Intermediate,1,,CHEMBL644371,,BAO_0000218,1977,,CLD0
30343,10237,"Percent of in vivo insecticidal activity against Lone star tick from calves administered with 1 mg/kg",F,,,"Stomoxys calcitrans",35570,,,,,50774,N,1,Intermediate,1,,CHEMBL638503,,BAO_0000218,,,CLD0
39598,10237,"In vitro insecticidal activity in bovine serum against Blowfly larvae",F,,,Calliphoridae,7371,,Serum,,,50488,N,1,Intermediate,1,,CHEMBL652885,,BAO_0000218,1977,,CLD0
39599,10237,"In vivo insecticidal activity against Larval blowfly from calves administered with 0.20 mg/kg",F,,,Calliphoridae,7371,,,,,50488,N,1,Intermediate,1,,CHEMBL652886,,BAO_0000218,,,CLD0
39600,10237,"In vivo insecticidal activity against Larval blowfly from calves administered with 0.50 mg/kg",F,,,Calliphoridae,7371,,,,,50488,N,1,Intermediate,1,,CHEMBL652887,,BAO_0000218,,,CLD0
39601,10237,"In vivo insecticidal activity against Larval blowfly from calves administered with 0.50 mg/kg",F,,,Calliphoridae,7371,,,,,50488,N,1,Intermediate,1,,CHEMBL650266,,BAO_0000218,,,CLD0
39602,10237,"In vivo insecticidal activity against Larval blowfly from calves administered with 0.75 mg/kg",F,,,Calliphoridae,7371,,,,,50488,N,1,Intermediate,1,,CHEMBL650267,,BAO_0000218,,,CLD0
39603,10237,"In vivo insecticidal activity against Larval blowfly from calves administered with 1.0 mg/kg",F,,,Calliphoridae,7371,,,,,50488,N,1,Intermediate,1,,CHEMBL650268,,BAO_0000218,,,CLD0
39604,10237,"In vivo insecticidal activity against Larval blowfly from calves administered with 1.50 mg/kg",F,,,Calliphoridae,7371,,,,,50488,N,1,Intermediate,1,,CHEMBL650421,,BAO_0000218,,,CLD0
88067,287,"The compound was evaluated for the insecticidal activity against housefly with cytochrome P450 oxidase inhibitor piperonyl butoxide",A,,,"Musca domestica",7370,,,,,22224,U,0,Autocuration,1,,CHEMBL698479,,BAO_0000019,,,CLD0
88199,287,"The compound was evaluated for the insecticidal activity against housefly without cytochrome P450 oxidase inhibitor piperonyl butoxide",A,,,"Musca domestica",7370,,,,,22224,U,0,Autocuration,1,,CHEMBL699809,,BAO_0000019,,,CLD0
99709,1626,"Insecticidal activity against blowfly Lucilia cuprina",F,,,"Lucilia cuprina",7375,,,,,50563,N,1,Expert,1,,CHEMBL713724,,BAO_0000218,,,CLD0
99710,1626,"Compound was evaluated for insecticidal activity against blowfly Lucilia cuprina; Not determined",F,,,"Lucilia cuprina",7375,,,,,50563,N,1,Intermediate,1,,CHEMBL713725,,BAO_0000218,,,CLD0
201141,1626,"Insecticidal activity against southern Corn rootworm (SCRW)",F,,,"southern corn rootworm",50387,,,,,50002,N,1,Expert,1,,CHEMBL803882,,BAO_0000218,,,CLD0
201142,1626,"Compound was evaluated for insecticidal activity against southern Corn rootworm (SCRW); Not determined",F,,,"southern corn rootworm",50387,,,,,50002,N,1,Intermediate,1,,CHEMBL882149,,BAO_0000218,,,CLD0
203219,14861,"Insecticidal property against Stomoxys calcitrans measured as lowest concentration in bovine serum vs adult stable fly giving > 90% mortality",F,,,"Stomoxys calcitrans",35570,,,,,50774,N,1,Expert,1,,CHEMBL809006,,BAO_0000218,,,CLD0
224714,199,"Compound was tested for insecticidal activity; shows strong acaricidal (miticidal) activity",F,,,,,,,,,22226,U,0,Autocuration,1,,CHEMBL841465,,BAO_0000019,,,CLD0
306709,20174,"In vitro insecticidal activity as inhibition of [3H]EBOB binding to Gamma-aminobutyric acid GABA-A receptor of housefly neuronal membranes",B,,,"Musca domestica",7370,,,,,104688,H,4,Autocuration,1,,CHEMBL832611,,BAO_0000019,,,CLD0
306854,20174,"In vitro insecticidal activity as inhibition of [3H]EBOB binding to Gamma-aminobutyric acid GABA-A receptor of housefly neuronal membranes; IA denotes inactive",B,,,"Musca domestica",7370,,,,,104688,H,4,Autocuration,1,,CHEMBL828448,,BAO_0000019,,,CLD0
306885,20174,"In vitro insecticidal activity as inhibition of [3H]EBOB binding to Gamma-aminobutyric acid GABA-A receptor of housefly neuronal membranes; NI denotes negative inhibition",B,,,"Musca domestica",7370,,,,,104688,H,4,Autocuration,1,,CHEMBL828691,,BAO_0000019,,,CLD0
339400,30849,"Insecticidal activity against housefly at 100 mM by contact assay",F,,,"Musca domestica",7370,,,,,50562,N,1,Intermediate,1,,CHEMBL866569,,BAO_0000218,,,CLD0
339401,30849,"Insecticidal activity against housefly by contact assay",F,,,"Musca domestica",7370,,,,,50562,N,1,Intermediate,1,,CHEMBL866570,,BAO_0000218,,,CLD0
339402,30849,"Insecticidal activity against cyclodiene resistant allele-homozygous serine S/S flea by contact assay",F,,,"Ctenocephalides felis",7515,,,,,50490,N,1,Intermediate,1,,CHEMBL866571,,BAO_0000218,,,CLD0
339403,30849,"Insecticidal activity against heterozygous S/A flea by contact assay",F,,,"Ctenocephalides felis",7515,,,,,50490,N,1,Intermediate,1,,CHEMBL866572,,BAO_0000218,,,CLD0
339404,30849,"Insecticidal activity against ARC sensitive homozygous alanine A/A flea at 100 mM by contact assay",F,,,"Ctenocephalides felis",7515,,,,,50490,N,1,Intermediate,1,,CHEMBL866573,,BAO_0000218,,,CLD0
339405,30849,"Insecticidal activity against cyclodiene resistant allele-homozygous serine S/S flea at 100 mM by contact assay",F,,,"Ctenocephalides felis",7515,,,,,50490,N,1,Intermediate,1,,CHEMBL866574,,BAO_0000218,,,CLD0
435389,35700,"Insecticidal activity against Tetranychus cinnabarinus at 250 mg/L",F,,,"Tetranychus cinnabarinus",93129,,,,,22226,U,0,Autocuration,1,,CHEMBL903747,,BAO_0000019,,,CLD0
435390,35700,"Insecticidal activity against Aphis medicagini at 250 mg/L",F,,,Aphis,80764,,,,,22226,U,0,Autocuration,1,,CHEMBL903740,,BAO_0000019,,,CLD0
435391,35700,"Insecticidal activity against Nilaparvata lugens at 500 mg/L",F,,,"Nilaparvata lugens",108931,,,,,101949,N,1,Autocuration,1,,CHEMBL903748,,BAO_0000218,,,CLD0
435392,35700,"Insecticidal activity against Mythimna separata at 500 mg/L",F,,,"Mythimna separata",271217,,,,,106953,N,1,Autocuration,1,,CHEMBL903749,,BAO_0000218,,,CLD0
435595,35714,"Insecticidal activity against Aphis medicagini at 250 mg/L relative to control",F,,,Aphis,80764,,,,,22226,U,0,Autocuration,1,,CHEMBL903954,,BAO_0000019,,,CLD0
435596,35714,"Insecticidal activity against Nilaparvata lugens at 500 mg/L relative to control",F,,,"Nilaparvata lugens",108931,,,,,101949,N,1,Autocuration,1,,CHEMBL903955,,BAO_0000218,,,CLD0
435597,35714,"Insecticidal activity against Mythimna separata at 500 mg/L relative to control",F,,,"Mythimna separata",271217,,,,,106953,N,1,Autocuration,1,,CHEMBL903956,,BAO_0000218,,,CLD0
435598,35714,"Insecticidal activity against Tetranychus cinnabarinus at 250 mg/L relative to control",F,,,"Tetranychus cinnabarinus",93129,,,,,22226,U,0,Autocuration,1,,CHEMBL903957,,BAO_0000019,,,CLD0
436173,35764,"Insecticidal activity against Mythimna separata at 500 mg/kg",F,,,"Mythimna separata",271217,,,,,106953,N,1,Autocuration,1,,CHEMBL905578,,BAO_0000218,,,CLD0
436174,35764,"Insecticidal activity against Mythimna separata at 200 mg/kg",F,,,"Mythimna separata",271217,,,,,106953,N,1,Autocuration,1,,CHEMBL905579,,BAO_0000218,,,CLD0
436175,35764,"Insecticidal activity against Mythimna separata at 100 mg/kg",F,,,"Mythimna separata",271217,,,,,106953,N,1,Autocuration,1,,CHEMBL905580,,BAO_0000218,,,CLD0
436176,35764,"Insecticidal activity against Mythimna separata at 50 mg/kg",F,,,"Mythimna separata",271217,,,,,106953,N,1,Autocuration,1,,CHEMBL905581,,BAO_0000218,,,CLD0
436177,35764,"Insecticidal activity against Mythimna separata at 25 mg/kg",F,,,"Mythimna separata",271217,,,,,106953,N,1,Autocuration,1,,CHEMBL905582,,BAO_0000218,,,CLD0
436178,35764,"Insecticidal activity against Mythimna separata at 10 mg/kg",F,,,"Mythimna separata",271217,,,,,106953,N,1,Autocuration,1,,CHEMBL905583,,BAO_0000218,,,CLD0
436179,35764,"Insecticidal activity against Nephotettix cincticeps at 500 mg/kg",F,,,"Nephotettix cincticeps",94400,,,,,22226,U,0,Autocuration,1,,CHEMBL905584,,BAO_0000218,,,CLD0
447811,36829,"Insecticidal activity against american cockroach after 24 hrs",F,,,"Periplaneta americana",6978,,,,,50553,N,1,Intermediate,1,,CHEMBL896820,,BAO_0000218,,,CLD0
448072,36864,"Insecticidal activity against house fly WHO/SRS assessed as mortality after 24 hrs",F,,,"Musca domestica",7370,WHO/SRS,,,,50562,N,1,Intermediate,1,,CHEMBL898327,,BAO_0000218,,,CLD0
458015,37842,"Insecticidal activity against Spodoptera frugiperda",F,,,"Spodoptera frugiperda",7108,,,,,50557,N,1,Intermediate,1,,CHEMBL924284,,BAO_0000218,,,CLD0
458016,37842,"Insecticidal activity against Plutella xylostella",F,,,"Plutella xylostella",51655,,,,,100292,N,1,Intermediate,1,,CHEMBL924285,,BAO_0000218,,,CLD0
458017,37842,"Insecticidal activity against Heliothis virescens",F,,,"Heliothis virescens",7102,,,,,100291,N,1,Intermediate,1,,CHEMBL924286,,BAO_0000218,,,CLD0
459551,38028,"Insecticidal activity against Spodoptera littoralis after 6 days",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Intermediate,1,,CHEMBL926688,,BAO_0000218,,,CLD0
471237,39010,"Insecticidal activity against Aphis gossypii glover in cotton/melon plant",F,,,"Aphis gossypii",80765,,,,,101653,N,1,Autocuration,1,,CHEMBL922225,,BAO_0000218,,,CLD0
471238,39010,"Insecticidal activity against Myzus persicae Sulzer in raddish plant",F,,,"Myzus persicae",13164,,,,,50694,N,1,Intermediate,1,,CHEMBL922226,,BAO_0000218,,,CLD0
471239,39010,"Insecticidal activity against Myzus persicae Sulzer in raddish plant assessed as mortality at 250 ppm by systemic plant assay",F,,,"Myzus persicae",13164,,,,,50694,N,1,Intermediate,1,,CHEMBL923308,,BAO_0000218,,,CLD0
471240,39010,"Insecticidal activity against Aphis gossypii glover in cotton/melon plant by contact plant assay",F,,,"Aphis gossypii",80765,,,,,101653,N,1,Autocuration,1,,CHEMBL923309,,BAO_0000218,,,CLD0
471241,39010,"Insecticidal activity against Aphis gossypii glover in cotton/melon plant by systemic plant assay",F,,,"Aphis gossypii",80765,,,,,101653,N,1,Autocuration,1,,CHEMBL923310,,BAO_0000218,,,CLD0
471242,39010,"Insecticidal activity against Myzus persicae Sulzer in raddish plant by contact plant assay",F,,,"Myzus persicae",13164,,,,,50694,N,1,Intermediate,1,,CHEMBL923311,,BAO_0000218,,,CLD0
471243,39010,"Insecticidal activity against Myzus persicae Sulzer in raddish plant by systemic plant assay",F,,,"Myzus persicae",13164,,,,,50694,N,1,Intermediate,1,,CHEMBL923312,,BAO_0000218,,,CLD0
471244,39010,"Insecticidal activity against Aphis gossypii glover in cotton/melon plant assessed as mortality at 2 ppm",F,,,"Aphis gossypii",80765,,,,,101653,N,1,Autocuration,1,,CHEMBL923313,,BAO_0000218,,,CLD0
471245,39010,"Insecticidal activity against Aphis gossypii glover in cotton/melon plant assessed as mortality at 100 ppm",F,,,"Aphis gossypii",80765,,,,,101653,N,1,Autocuration,1,,CHEMBL923314,,BAO_0000218,,,CLD0
471246,39010,"Insecticidal activity against Aphis gossypii glover in cotton/melon plant assessed as mortality at 50 ppm",F,,,"Aphis gossypii",80765,,,,,101653,N,1,Autocuration,1,,CHEMBL923315,,BAO_0000218,,,CLD0
471247,39010,"Insecticidal activity against Aphis gossypii glover in cotton plant assessed as mortality at 250 ppm",F,,,"Aphis gossypii",80765,,,,,101653,N,1,Autocuration,1,,CHEMBL922316,,BAO_0000218,,,CLD0
471248,39010,"Insecticidal activity against Myzus persicae Sulzer in raddish plant assessed as mortality at 250 ppm",F,,,"Myzus persicae",13164,,,,,50694,N,1,Intermediate,1,,CHEMBL922317,,BAO_0000218,,,CLD0
471249,39010,"Insecticidal activity against Myzus persicae Sulzer in raddish plant assessed as mortality at 50 ppm",F,,,"Myzus persicae",13164,,,,,50694,N,1,Intermediate,1,,CHEMBL922318,,BAO_0000218,,,CLD0
471250,39010,"Insecticidal activity against Myzus persicae Sulzer in raddish plant assessed as mortality at 100 ppm",F,,,"Myzus persicae",13164,,,,,50694,N,1,Intermediate,1,,CHEMBL922319,,BAO_0000218,,,CLD0
475104,39218,"Insecticidal activity against Spodoptera frugiperda at 500 g/ha",F,,,"Spodoptera frugiperda",7108,,,,,50557,N,1,Intermediate,1,,CHEMBL936302,,BAO_0000218,,,CLD0
475105,39218,"Insecticidal activity against Myzus persicae at 500 g/ha",F,,,"Myzus persicae",13164,,,,,50694,N,1,Intermediate,1,,CHEMBL936303,,BAO_0000218,,,CLD0
475106,39218,"Insecticidal activity against Spodoptera frugiperda at 4 to 500 g/ha",F,,,"Spodoptera frugiperda",7108,,,,,50557,N,1,Intermediate,1,,CHEMBL936304,,BAO_0000218,,,CLD0
475107,39218,"Insecticidal activity against Myzus persicae at 4 to 500 g/ha",F,,,"Myzus persicae",13164,,,,,50694,N,1,Intermediate,1,,CHEMBL936305,,BAO_0000218,,,CLD0
480343,41170,"Insecticidal activity against Aedes aegypti",F,,,"Aedes aegypti",7159,,,,,50561,N,1,Autocuration,1,,CHEMBL1021685,,BAO_0000218,,,CLD0
480344,41170,"Insecticidal activity against Lucilia sericata",F,,,"Lucilia sericata",13632,,,,,101885,N,1,Autocuration,1,,CHEMBL1021686,,BAO_0000218,,,CLD0
480345,41170,"Insecticidal activity against Ctenocephalides felis",F,,,"Ctenocephalides felis",7515,,,,,50490,N,1,Autocuration,1,,CHEMBL1021687,,BAO_0000218,,,CLD0
480390,39810,"Insecticidal activity against Drosophila melanogaster after 40 hrs",F,,,"Drosophila melanogaster",7227,,,,,50487,N,1,Autocuration,1,,CHEMBL1022614,,BAO_0000218,,,CLD0
481271,40859,"Insecticidal activity against Ctenocephalides felis by artificial membrane feeding assay",F,,,"Ctenocephalides felis",7515,,,,,50490,N,1,Autocuration,1,,CHEMBL997535,,BAO_0000218,,,CLD0
481299,40863,"Insecticidal activity against Spodoptera littoralis larvae assessed as reduction of weight at 100 ppm in artificial diet after 7 days relative to control",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL1000998,,BAO_0000218,,,CLD0
481300,40863,"Insecticidal activity against Spodoptera littoralis larvae assessed as survival rate at 100 ppm in artificial diet after 7 days relative to control",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL1000999,,BAO_0000218,,,CLD0
482031,39939,"Insecticidal activity against yellow fever mosquito larvae by microtiter plate assay",F,,,"Aedes aegypti",7159,,,,,50561,N,1,Autocuration,1,,CHEMBL957738,,BAO_0000218,,,CLD0
482600,40809,"Insecticidal activity against Spodoptera littoralis larvae assessed as growth rate at 250 ppm after 8 days",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL962663,,BAO_0000218,,,CLD0
482601,40809,"Insecticidal activity against Spodoptera littoralis larvae assessed as growth rate at 100 ppm after 8 days",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL962664,,BAO_0000218,,,CLD0
482620,41436,"Insecticidal activity against Spodoptera littoralis larvae",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL962683,,BAO_0000218,,,CLD0
483680,41818,"Insecticidal activity against Carpophilus hemipterus",F,,,Carpophilus,225191,,,,,101716,N,1,Autocuration,1,,CHEMBL954578,,BAO_0000218,,,CLD0
483681,41818,"Insecticidal activity against Helicoverpa zea assessed as reduction in growth rate",F,,,"Helicoverpa zea",7113,,,,,101832,N,1,Autocuration,1,,CHEMBL954579,,BAO_0000218,,,CLD0
483879,41471,"Insecticidal activity against Spodoptera littoralis larvae after 6 days by chronic feeding assay",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL1004459,,BAO_0000218,,,CLD0
483880,41471,"Insecticidal activity against Spodoptera littoralis larvae after 5 days by topical contact assay",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL1004460,,BAO_0000218,,,CLD0
483881,41471,"Insecticidal activity against Spodoptera littoralis larvae dosed into hemolymph injection measured per 1000 mg of larval body weight measured after 48 hrs",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL1004461,,BAO_0000218,,,CLD0
483900,41477,"Insecticidal activity against fourth instar larvae of Anopheles stephensi assessed as mortality after 24 hrs",F,,,"Anopheles stephensi",30069,,,,,101650,N,1,Autocuration,1,,CHEMBL1005240,,BAO_0000218,,,CLD0
485202,41724,"Insecticidal activity in Heliothis punctigera assessed as mortality at 150 ug.cm'-2 by larval feeding assay",F,,,"Helicoverpa punctigera",27545,,,,,101831,N,1,Autocuration,1,,CHEMBL1019292,,BAO_0000218,,,CLD0
485203,41724,"Insecticidal activity in Heliothis punctigera assessed as mortality by larval feeding assay",F,,,"Helicoverpa punctigera",27545,,,,,101831,N,1,Autocuration,1,,CHEMBL1019293,,BAO_0000218,,,CLD0
485204,41724,"Insecticidal activity in Heliothis punctigera assessed as mortality at 37.5 ug.cm'-2 by larval feeding assay",F,,,"Helicoverpa punctigera",27545,,,,,101831,N,1,Autocuration,1,,CHEMBL1019294,,BAO_0000218,,,CLD0
485205,41724,"Insecticidal activity in Heliothis punctigera assessed as weight reduction at 37.5 ug.cm'-2 relative to control",F,,,"Helicoverpa punctigera",27545,,,,,101831,N,1,Autocuration,1,,CHEMBL1019295,,BAO_0000218,,,CLD0
486449,41748,"Insecticidal activity against Musca domestica in presence of piperonyl butoxide applied topically",F,,,"Musca domestica",7370,,,,,50562,N,1,Autocuration,1,,CHEMBL1012173,,BAO_0000218,,,CLD0
486450,41748,"Insecticidal activity against Tribolium castaneum first instar larvae",F,,,"Tribolium castaneum",7070,,,,,102118,N,1,Autocuration,1,,CHEMBL1012174,,BAO_0000218,,,CLD0
486827,41768,"Insecticidal activity against Diabrotica undecimpunctata assessed as mortality at 12 ppm",F,,,"Diabrotica undecimpunctata",50387,,,,,50002,N,1,Autocuration,1,,CHEMBL1020990,,BAO_0000218,,,CLD0
486828,41768,"Insecticidal activity against Spodoptera eridania assessed as mortality at 12 ppm",F,,,"Spodoptera eridania",37547,,,,,50743,N,1,Autocuration,1,,CHEMBL1020991,,BAO_0000218,,,CLD0
486829,41768,"Insecticidal activity against Tetranychus urticae assessed as mortality at 12 ppm",F,,,"Tetranychus urticae",32264,,,,,50764,N,1,Autocuration,1,,CHEMBL1020992,,BAO_0000218,,,CLD0
486830,41768,"Insecticidal activity against Aphis gossypii assessed as mortality at 12 ppm",F,,,"Aphis gossypii",80765,,,,,101653,N,1,Autocuration,1,,CHEMBL1020993,,BAO_0000218,,,CLD0
492112,43783,"Insecticidal activity against houseflies",F,,,"Musca domestica",7370,,,,,50562,N,1,Autocuration,1,,CHEMBL947454,,BAO_0000218,,,CLD0
492120,43783,"Insecticidal activity against intrathoracically dosed houseflies at >10 um/g",F,,,"Musca domestica",7370,,,,,50562,N,1,Autocuration,1,,CHEMBL947462,,BAO_0000218,,,CLD0
500754,46714,"Insecticidal activity against Musca domestica Takatsuki assessed as mortality injected into thorax measured after 24 hrs",F,,,"Musca domestica",7370,Takatsuki,,,,50562,N,1,Autocuration,1,,CHEMBL970533,,BAO_0000218,,,CLD0
500756,46714,"Insecticidal activity against Musca domestica Takatsuki in presence of metabolic inhibitor propyl 2-propynyl phenylphosphate",F,,,"Musca domestica",7370,Takatsuki,,,,50562,N,1,Autocuration,1,,CHEMBL970535,,BAO_0000218,,,CLD0
500757,46714,"Insecticidal activity against Musca domestica Takatsuki assessed as mortality at 15 ug applied topically",F,,,"Musca domestica",7370,Takatsuki,,,,50562,N,1,Autocuration,1,,CHEMBL970536,,BAO_0000218,,,CLD0
502531,39810,"Insecticidal activity against Drosophila melanogaster assessed as mortality at 200 ug/ml after 40 hrs",F,,,"Drosophila melanogaster",7227,,,,,50487,N,1,Autocuration,1,,CHEMBL987525,,BAO_0000218,,,CLD0
502532,39810,"Insecticidal activity against Drosophila melanogaster assessed as mortality at 400 ug/ml after 48 hrs",F,,,"Drosophila melanogaster",7227,,,,,50487,N,1,Autocuration,1,,CHEMBL987526,,BAO_0000218,,,CLD0
502856,39858,"Insecticidal activity against Spodoptera littoralis neonate larvae assessed as survival at 270 ppm in artificial diet after 6 days relative to control",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL984899,,BAO_0000218,,,CLD0
502857,39858,"Insecticidal activity against Spodoptera littoralis neonate larvae assessed as survival treated with artificial diet after 6 days",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL984900,,BAO_0000218,,,CLD0
503097,39883,"Insecticidal activity against Spodoptera littoralis neonate larvae assessed as inhibition of larval growth at 132 ppm administered with artificial diet after 6 days by chronic feeding experiment relative to control",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL984074,,BAO_0000218,,,CLD0
503098,39883,"Insecticidal activity against Spodoptera littoralis neonate larvae assessed as inhibition of larval growth drug administered with artificial diet after 6 days by chronic feeding experiment",F,,,"Spodoptera littoralis",7109,,,,,50484,N,1,Autocuration,1,,CHEMBL984075,,BAO_0000218,,,CLD0
503237,39915,"Insecticidal activity against corn ear worm first instar larvae assessed as reduction in growth at 200 ppm administered with standard test diet relative to control",F,,,"Helicoverpa zea",7113,,,,,101832,N,1,Autocuration,1,,CHEMBL993885,,BAO_0000218,,,CLD0
503238,39915,"Insecticidal activity against corn ear worm first instar larvae assessed as mortality at 200 ppm administered with standard test diet",F,,,"Helicoverpa zea",7113,,,,,101832,N,1,Autocuration,1,,CHEMBL993886,,BAO_0000218,,,CLD0
503239,39915,"Insecticidal activity against corn ear worm first instar larvae assessed as cuticle/exoskeleton rupture in dead larvae at 200 ppm administered with standard test diet",F,,,"Helicoverpa zea",7113,,,,,101832,N,1,Autocuration,1,,CHEMBL993887,,BAO_0000218,,,CLD0
503240,39915,"Insecticidal activity against corn ear worm first instar larvae assessed as laterally shriveled in dead larvae at 200 ppm administered with standard test diet",F,,,"Helicoverpa zea",7113,,,,,101832,N,1,Autocuration,1,,CHEMBL993888,,BAO_0000218,,,CLD0
503241,39915,"Insecticidal activity against corn ear worm first instar larvae assessed as blackened in dead larvae at 200 ppm administered with standard test diet",F,,,"Helicoverpa zea",7113,,,,,101832,N,1,Autocuration,1,,CHEMBL993889,,BAO_0000218,,,CLD0
503242,39915,"Insecticidal activity against corn ear worm first instar larvae assessed as bloating of area just prior to rear body in surviving larvae at 200 ppm administered with standard test diet",F,,,"Helicoverpa zea",7113,,,,,101832,N,1,Autocuration,1,,CHEMBL993890,,BAO_0000218,,,CLD0
503796,41211,"Insecticidal activity against Coptotermes formosanus assessed as mortality at 1000 ppm after 5 days by filter paper contact method relative to control",F,,,"Coptotermes formosanus",36987,,,,,101742,N,1,Autocuration,1,,CHEMBL992927,,BAO_0000218,,,CLD0
503797,41211,"Insecticidal activity against Coptotermes formosanus assessed as mortality at 1000 ppm after 2 days by filter paper contact method relative to control",F,,,"Coptotermes formosanus",36987,,,,,101742,N,1,Autocuration,1,,CHEMBL992928,,BAO_0000218,,,CLD0
503798,41211,"Insecticidal activity against Coptotermes formosanus assessed as mortality at 1000 ppm after 1 day by filter paper contact method relative to control",F,,,"Coptotermes formosanus",36987,,,,,101742,N,1,Autocuration,1,,CHEMBL992929,,BAO_0000218,,,CLD0
503799,41211,"Insecticidal activity against Coptotermes formosanus assessed as mortality at 100 ppm after 7 days by filter paper contact method relative to control",F,,,"Coptotermes formosanus",36987,,,,,101742,N,1,Autocuration,1,,CHEMBL992930,,BAO_0000218,,,CLD0
